"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"69169",0,1,0,0,0,0
"93672",0,0,0,0,0,0
"58181",0,0,1,0,0,1
"329244",2,0,0,2,0,1
"16153",1,0,3,0,0,1
"17164",3916,3219,3044,3743,3342,3218
"226419",65,34,38,73,38,52
"16865",541,438,462,521,494,430
"54354",127,92,99,80,94,99
"56489",140,84,108,114,130,111
"14270",1785,1317,1317,1515,1257,1274
"108900",47,21,34,52,36,26
"26361",1,0,0,2,0,0
"13034",0,0,0,3,0,0
"226421",58,67,57,91,81,70
"320718",1,0,0,1,0,0
"212933",11,14,14,16,14,8
"98396",1277,1015,1032,1150,948,977
"226422",108,92,80,64,103,83
"98415",1782,1212,1496,1334,1534,1308
"212980",35,26,16,40,23,20
"13714",581,384,270,451,286,396
"213006",281,236,247,264,256,266
"18557",1646,1318,1437,1472,1325,1191
"723818",0,0,0,0,0,0
"213409",9,6,7,8,10,4
"213417",380,272,318,322,338,309
"74137",195,151,198,181,161,141
"68875",1146,1026,954,1083,984,950
"213452",928,719,635,738,662,604
"213464",762,555,568,657,570,581
"74626",43,24,23,28,24,23
"21367",8,1,7,2,1,0
"269116",6,10,11,12,5,5
"100038653",0,0,0,0,0,0
"16980",221,178,177,164,204,189
"17248",637,442,393,589,322,355
"240752",1386,990,1079,1050,1013,1059
"108954",988,739,732,897,779,738
"240753",87,74,60,75,58,42
"100502933",2,0,1,0,0,2
"68338",0,0,0,0,0,1
"280287",0,0,0,0,0,0
"19701",0,0,0,0,0,0
"214253",0,2,1,2,1,1
"20668",39,31,29,30,30,25
"20643",404,316,280,321,337,299
"70579",4237,3044,3340,3315,3120,3110
"667118",1968,1340,550,1485,531,1276
"240754",8,2,9,2,8,3
"381290",851,638,556,761,545,636
"269120",2,0,3,0,0,1
"116847",26,11,23,43,24,28
"100502984",0,0,0,0,0,0
"14264",0,0,5,3,2,5
"100502999",0,3,1,1,1,3
"12227",3050,2162,2341,2317,2153,1893
"667414",0,0,0,0,0,0
"71884",16,25,6,9,11,8
"12654",217,180,163,207,163,180
"53311",40244,33761,34080,36461,33115,32211
"11539",1364,960,1501,1048,1102,624
"17928",19764,15935,16586,17868,18279,15124
"68507",4879,3542,3949,4153,3552,3178
"57439",1429,1133,1060,1132,1077,1045
"240755",3,1,2,2,1,0
"72017",4713,3822,3962,3935,4145,3796
"72674",2778,2297,2236,2566,2382,2331
"100861791",0,0,0,1,0,0
"240756",1097,896,877,994,822,842
"98710",422,283,293,317,338,316
"100503055",36,21,27,47,32,34
"71001",0,0,0,0,0,0
"75605",1202,911,1001,1110,867,904
"20980",3,0,2,0,0,0
"329251",1429,1161,800,1148,654,949
"67196",13,10,8,7,9,8
"329252",80,58,72,56,58,54
"13924",34,34,26,35,28,18
"100038590",0,0,0,1,0,0
"320139",4,7,8,5,3,3
"68724",1517,1111,1253,1335,1375,1175
"171469",12,7,8,3,12,10
"13710",6,4,8,3,3,1
"215615",625,530,558,597,512,514
"21854",2173,1655,1614,1705,1824,1561
"93689",169,130,134,123,121,139
"77552",1693,1454,1688,1472,1651,1631
"226432",2743,2061,2118,2280,1908,2034
"215690",1231,850,794,1061,746,853
"13007",1416,1231,1222,1204,1231,1177
"27280",4884,4579,5357,5646,6293,5250
"21952",63413,54812,57606,56819,56580,53512
"16763",24,16,22,17,17,15
"21956",89167,73751,81096,77576,83809,70395
"18772",377,311,281,396,324,302
"226438",4347,3379,3854,3837,3037,2939
"66241",2807,2311,2453,2286,2489,2291
"12292",17571,13742,13598,15844,11961,13041
"329253",1,0,2,0,2,0
"16565",460,344,308,370,287,279
"76422",9,6,5,6,6,4
"67313",139,116,143,132,151,109
"100042513",1,0,0,0,0,0
"383563",5,7,15,7,14,7
"67886",1250,950,805,1154,740,961
"320054",5,3,3,9,7,2
"67997",147,119,143,128,126,132
"381293",4,2,5,7,5,2
"71084",0,0,0,0,0,0
"226442",456,349,316,422,343,344
"100503460",3,5,6,4,13,5
"100503474",1,0,0,1,0,1
"667686",0,0,0,0,0,0
"26424",0,0,0,0,0,0
"320138",0,2,0,2,2,1
"735252",0,0,0,0,0,0
"723890",3,0,2,1,0,1
"19264",2,2,2,1,0,0
"338375",0,0,0,0,1,1
"59125",2095,1733,1564,1995,1801,1683
"545363",0,0,0,0,0,0
"16876",13,14,9,9,11,9
"69549",66,53,54,63,60,47
"75546",0,0,0,0,0,0
"329260",346,273,217,300,190,228
"170788",14,3,4,13,5,6
"71209",0,0,0,0,0,0
"226470",885,625,573,734,578,583
"12316",22,15,18,14,4,16
"14060",1,0,0,0,0,0
"50702",0,0,0,0,0,0
"624286",0,0,0,0,0,0
"214403",0,0,0,0,0,0
"545366",0,0,0,0,0,1
"12628",45,33,36,42,20,30
"240776",7,3,2,2,4,5
"75910",0,0,0,0,0,0
"226472",0,0,0,0,0,0
"214498",1061,810,693,853,653,780
"26878",970,718,724,987,755,789
"69367",537,378,422,455,443,398
"20822",754,573,462,620,487,541
"56207",488,415,420,376,432,339
"19735",60,30,32,40,42,44
"100861894",0,0,0,0,0,0
"246709",0,0,0,0,0,0
"50778",0,0,0,0,1,0
"624910",0,0,0,0,0,0
"64214",0,0,0,0,0,0
"215378",30,21,13,15,14,29
"100043240",457,377,333,400,307,361
"791353",0,0,0,0,0,0
"100503781",0,0,0,0,0,0
"18783",475,314,320,401,382,370
"320019",19,10,7,7,10,11
"19225",2561,1591,1650,2225,1699,1458
"100043257",40,43,32,30,42,43
"100043261",0,0,0,0,0,0
"20028",0,0,0,1,0,0
"75584",1,0,0,0,0,0
"226499",818,626,589,746,684,567
"108989",4559,3334,2966,3791,2730,3317
"96875",37,24,25,29,27,19
"545370",11,1,4,5,6,6
"402734",11,5,2,4,4,7
"73176",11,1,0,5,0,0
"117198",5308,4213,4524,4653,4434,3822
"66875",171,116,119,144,139,126
"98685",942,739,721,808,748,745
"19821",702,546,533,683,574,482
"100503012",0,1,0,1,0,0
"63913",713,497,358,666,467,486
"66967",4564,3446,2985,3554,2704,3159
"69399",798,577,580,673,628,670
"66637",210,181,196,184,209,173
"269132",5,4,3,0,7,1
"19731",108,72,80,72,64,64
"100861876",1,4,3,11,3,1
"71281",0,0,0,0,0,0
"67771",415,294,328,398,378,342
"100503084",0,0,0,0,1,1
"17970",7,7,13,6,9,5
"226517",2078,1632,1583,1702,1407,1551
"226518",113,86,84,102,125,101
"16782",594,544,558,551,536,433
"226519",5312,4076,3756,5220,3624,4378
"626058",0,0,0,2,1,0
"71836",5,1,4,4,2,1
"13211",3488,2474,2373,2801,2155,2279
"74091",45,28,36,29,34,31
"67792",5,2,5,8,6,3
"329271",2,2,4,6,2,1
"19734",796,481,665,592,694,469
"24014",31,21,14,29,26,24
"240816",0,1,1,1,0,2
"240817",2,0,0,0,0,0
"433365",1,0,1,1,0,3
"240819",0,0,0,0,0,0
"14645",2185,1723,1761,1927,1698,1672
"100861882",0,0,0,0,0,0
"207678",0,0,0,0,0,0
"78112",0,0,0,0,0,0
"12290",11,3,6,6,6,8
"15939",305,222,311,283,335,291
"15064",169,143,126,157,141,132
"58244",288,225,242,285,276,284
"207792",264,188,234,282,199,256
"100503411",4,9,4,6,7,9
"19775",1734,1238,1091,1450,1072,1183
"433367",205,175,196,175,179,182
"72482",500,426,462,504,570,447
"16872",0,1,0,0,0,1
"100861926",0,0,1,0,0,0
"104009",2907,2289,2485,2370,2375,2241
"74081",2901,2051,1322,2431,1081,1896
"208263",1682,1367,1271,1456,1193,1298
"240832",3511,2757,2767,3142,2873,2628
"329274",0,0,2,2,0,1
"214575",3,0,1,1,0,0
"170484",0,0,1,0,0,0
"77352",8,7,5,4,1,3
"20652",511,369,392,478,441,334
"11352",2721,1987,1538,2287,1443,1742
"30935",1384,1054,1211,1336,1210,1258
"100503836",0,0,0,0,0,0
"215015",2146,1649,1558,1814,1578,1518
"78255",384,320,268,375,295,250
"72713",6,1,6,8,4,2
"73435",1,0,0,0,0,1
"226525",694,578,443,667,449,557
"69953",280,253,242,268,294,216
"226527",21,12,23,28,23,14
"89867",75,56,46,47,39,57
"100504090",0,0,0,0,0,0
"240843",2,3,2,1,0,0
"11899",7,4,4,5,4,0
"735253",0,0,0,0,0,0
"23850",188,147,143,147,124,135
"72025",0,0,0,0,0,0
"26374",1886,1554,1456,1645,1374,1343
"100217414",0,0,1,0,0,1
"21960",69,54,27,54,32,29
"67647",137,99,87,120,113,100
"75255",0,0,0,0,0,0
"329278",1,2,0,0,0,0
"64659",546,446,550,509,544,481
"12301",2415,1913,1803,1981,1965,1676
"29809",170,132,140,151,153,139
"100316784",0,0,0,0,0,0
"620246",1,1,0,1,1,1
"620750",0,0,0,0,0,0
"381305",819,611,579,701,534,657
"11905",0,1,1,2,4,1
"240869",86,66,38,73,44,48
"14455",1665,1066,1309,1392,1632,1114
"100628588",0,0,0,0,0,0
"100217446",4,2,2,4,1,2
"226539",125,117,131,136,120,129
"70454",29,21,25,28,20,24
"226541",902,687,740,767,658,694
"73844",2,2,2,2,0,2
"100502590",0,1,0,1,0,1
"11758",2947,2424,2323,2943,2777,2509
"22164",0,0,0,0,0,0
"240873",7,4,5,8,1,5
"14103",0,0,0,0,1,0
"226551",846,687,583,741,656,641
"75368",0,0,0,1,0,0
"67292",442,310,374,349,348,299
"103967",78,48,40,51,49,25
"72753",6,0,1,2,5,6
"474332",304,176,263,269,225,160
"723821",0,0,0,0,0,0
"387210",0,0,0,0,0,0
"71449",313,224,228,254,249,221
"53330",358,278,291,292,272,289
"17926",2,1,1,0,0,0
"100038657",0,0,0,0,0,0
"226562",5644,3714,3051,4557,2634,3655
"226564",0,0,0,1,1,0
"14261",337,269,225,259,235,225
"55990",138,44,73,88,57,70
"226565",6,1,5,2,1,1
"14262",1,1,0,1,1,1
"78258",0,0,0,0,1,0
"18933",2671,1907,2082,2331,1996,2213
"98376",134,103,96,113,89,99
"240879",15,13,9,6,15,10
"16579",1711,1274,1207,1444,1258,1178
"240880",275,218,192,245,188,197
"381306",13,16,8,22,20,9
"69962",72,39,58,57,53,49
"20339",6,8,3,8,2,8
"20343",0,0,0,0,0,0
"20344",3,0,1,1,0,1
"100503816",0,0,0,0,0,0
"14067",1,1,2,2,7,1
"116914",328,203,217,267,234,193
"74895",386,347,358,325,370,326
"66352",697,599,553,608,596,601
"171567",160,166,158,175,136,157
"11931",1534,1403,1639,1485,1412,1500
"56429",459,310,374,372,332,337
"433374",0,0,0,2,1,3
"16963",0,0,0,0,0,0
"69476",0,0,0,0,0,0
"75857",0,0,0,0,0,0
"83993",1,0,1,1,1,0
"108735",1172,965,923,949,1010,967
"226591",766,560,626,668,670,530
"240888",34,23,21,22,26,28
"74106",3581,3019,2954,3027,2766,2885
"70456",584,517,555,595,629,502
"271639",1,0,0,0,0,0
"68481",137,113,127,135,152,110
"100503268",0,0,0,0,0,0
"226594",194,169,127,196,145,164
"100503283",0,0,0,0,0,0
"433375",488,363,394,461,400,436
"12503",0,0,0,0,0,0
"18986",310,227,160,266,146,196
"240892",6233,5057,4961,5202,4503,4868
"59290",2,0,4,1,0,2
"98558",0,0,0,0,0,0
"100039795",714,606,500,639,500,539
"100503318",50,47,44,65,64,59
"27878",244,186,194,201,188,170
"71592",410,327,296,380,294,293
"226601",0,0,0,0,0,0
"226604",0,0,0,0,0,0
"240894",0,0,0,0,0,0
"100503962",4,2,2,1,3,3
"226610",219,152,108,187,164,152
"80914",495,401,413,486,433,403
"68944",584,468,523,578,563,468
"100862084",0,0,0,0,0,0
"56752",143,99,121,138,133,97
"66447",413,355,361,339,367,380
"240899",0,0,0,0,0,0
"100503977",0,0,0,0,0,0
"20183",279,214,224,281,254,210
"110648",0,0,0,0,0,0
"18514",870,614,633,738,611,631
"66977",4,4,6,4,4,6
"19737",1,5,0,3,1,0
"100862094",3,1,1,0,0,0
"19736",51,31,52,38,28,34
"78465",0,0,0,1,0,0
"15490",1664,1207,1121,1476,1149,1229
"67303",25,14,18,23,19,12
"18214",2981,1980,1733,2477,1668,1862
"107652",663,513,564,570,552,542
"16589",287,224,144,260,146,165
"545378",0,0,0,0,0,0
"622708",1,1,0,0,2,1
"26904",3,0,1,0,1,0
"665574",21,14,16,13,15,16
"76925",0,0,0,0,0,0
"70729",14,10,8,8,10,9
"320078",531,393,484,429,436,369
"226641",3871,2973,2610,3266,2361,2731
"80915",151,124,129,128,101,121
"435653",0,1,0,0,1,2
"98752",0,0,0,0,0,0
"14130",0,0,0,0,0,0
"246256",0,0,1,0,1,0
"14131",1,0,0,0,5,2
"75472",24,22,25,27,33,18
"66052",3243,2649,2647,2847,2689,2484
"17528",0,3,3,7,1,1
"66425",9,2,5,4,3,5
"12355",11,11,8,9,8,13
"641376",592,547,516,504,583,497
"11807",1,0,0,3,1,1
"14127",4,0,3,3,5,3
"226646",7850,6638,6677,6751,6778,6261
"240913",585,417,419,446,331,378
"57370",292,234,297,279,243,231
"19044",461,372,500,441,403,361
"30941",375,281,325,305,309,233
"66155",510,447,405,469,453,430
"100862110",0,0,0,0,0,0
"100504072",15,11,27,17,12,6
"21945",883,633,722,703,654,665
"27045",528,393,489,413,392,397
"18637",1368,1104,1150,1173,1219,1084
"68874",139,150,147,148,156,96
"71740",6,2,4,1,4,4
"226652",2,0,1,0,3,0
"22278",617,508,552,563,573,438
"226654",2,3,1,1,2,4
"16456",298,200,253,223,228,231
"56009",85,70,87,86,94,63
"16429",0,0,0,0,0,0
"18106",0,2,1,0,3,1
"17085",1,0,0,0,0,1
"75345",0,0,0,0,0,0
"12506",0,0,0,0,0,0
"100041098",65,62,68,64,85,57
"27218",14,21,11,24,7,12
"12523",0,0,0,0,0,0
"100038548",0,0,0,0,0,0
"100862186",0,0,0,0,0,0
"30925",0,0,0,0,0,0
"93840",178,143,111,159,153,152
"18071",1,2,1,1,1,1
"59287",2512,1967,1855,2051,1938,1914
"12847",6589,4816,4658,5768,4654,5137
"100504176",0,0,1,1,0,0
"19298",3437,2851,2755,2942,2907,2643
"98193",4778,3904,4012,4017,3855,3796
"18611",4504,3764,3939,3883,3794,3624
"12372",20947,18498,21212,18970,18696,19805
"27222",11,13,3,15,15,8
"98660",10086,8949,10022,9271,8676,9201
"140559",890,670,879,768,801,814
"16524",1,5,0,2,0,2
"16513",5,4,3,5,0,3
"67556",452,290,290,329,324,306
"100862199",0,0,0,1,0,0
"98365",25,20,21,17,23,17
"93842",35,11,15,20,15,17
"21346",369,244,325,289,334,280
"71870",4,0,2,2,2,4
"71319",0,0,0,0,1,0
"240916",0,0,0,0,0,0
"74748",0,0,0,0,0,0
"677296",0,0,0,0,0,0
"68440",133,113,105,115,117,83
"100040320",35,32,26,27,23,36
"12944",0,0,0,0,0,1
"20219",0,0,0,0,0,0
"18313",1,0,0,0,0,0
"258759",0,0,0,0,0,0
"258758",0,0,0,0,0,0
"258880",0,0,0,0,0,0
"258881",0,0,0,0,0,0
"14125",0,0,0,0,0,0
"258645",0,0,0,0,0,0
"100504232",0,0,0,0,0,0
"13349",2,4,0,1,0,0
"94332",23,12,24,16,10,13
"383619",5,4,0,3,2,3
"240921",1,2,0,2,0,4
"545384",5,0,0,2,2,2
"623121",0,0,0,0,0,0
"236312",61,33,42,55,35,36
"100033459",2,1,1,2,0,1
"100504251",0,0,0,0,0,0
"226691",52,32,32,62,38,60
"15951",163,132,120,138,131,147
"100504287",1,0,2,0,2,1
"666028",0,0,0,0,0,0
"100040462",20,23,11,14,12,31
"381308",154,107,136,176,115,143
"15950",19,13,6,20,8,28
"26388",0,1,0,0,0,0
"226695",21,34,27,29,15,34
"258712",0,1,0,0,0,0
"258711",0,0,0,0,0,0
"258713",0,0,0,0,0,0
"258717",0,0,0,0,0,0
"259162",0,0,0,0,0,0
"404222",0,0,0,0,0,0
"258716",0,0,0,0,0,0
"258715",1,2,1,1,1,0
"258302",0,3,0,1,0,4
"20739",400,291,224,264,194,197
"258710",0,0,0,0,0,0
"66289",0,0,0,0,0,0
"258238",0,0,0,0,0,0
"258709",0,0,0,0,0,0
"258756",0,0,0,0,0,0
"546747",0,0,0,0,0,0
"54418",8,5,4,5,1,5
"23893",141,116,116,153,146,100
"24012",2,3,7,1,2,4
"14194",1957,1581,1642,1726,1673,1489
"98256",0,0,1,0,0,0
"13603",119,105,130,113,120,130
"12663",269,197,160,263,182,208
"75820",1,0,0,1,0,0
"26909",3,1,2,2,1,4
"319455",59,56,47,54,45,39
"545389",1963,1462,1341,1780,1192,1385
"723921",0,0,0,0,0,0
"76816",268,202,210,208,199,216
"15365",28,23,44,38,48,41
"23797",412,282,281,322,300,302
"30928",5168,3918,3823,4069,3677,3607
"75589",230,197,196,182,200,174
"69428",5,2,3,1,2,6
"11566",402,310,328,363,317,291
"631584",0,0,0,1,0,0
"545391",4,2,4,0,4,0
"78825",1162,802,881,1001,892,841
"791357",22,7,14,6,12,7
"75164",0,0,2,1,0,0
"666295",16,10,12,10,15,10
"320110",6,12,12,14,14,20
"66359",484,383,388,429,432,337
"51810",7201,5277,6263,6937,6134,5630
"68226",63,73,53,56,66,58
"269152",219,133,124,191,113,143
"69726",215,176,162,153,125,171
"15278",897,700,696,781,727,666
"226744",1069,819,788,930,794,715
"109232",2804,2245,2270,2564,2379,2121
"226747",1431,963,907,1193,820,987
"100503705",0,0,0,0,0,0
"226751",3204,2463,2087,2702,2132,2296
"67426",6726,5637,5899,5772,5598,5614
"19165",1345,1073,1204,1035,992,1048
"277333",33,13,12,21,18,13
"320404",205,133,119,164,149,131
"381310",89,43,45,79,53,54
"11545",2239,1935,1812,2154,1847,1800
"72568",95,69,43,75,69,73
"27217",0,0,0,0,0,0
"170760",1369,1086,1012,1188,1082,988
"100504581",0,0,1,0,0,0
"15078",2603,2237,2189,2331,2344,2034
"208768",746,599,616,727,674,594
"100504598",2,2,0,2,0,1
"320202",0,0,0,0,0,0
"100862334",0,0,0,0,0,0
"69051",403,344,370,347,384,351
"13590",22,13,12,13,24,17
"208795",559,436,549,455,432,482
"13849",1023,748,761,908,808,729
"619326",0,0,0,0,0,0
"67459",725,529,463,629,476,502
"98417",1025,787,797,797,802,685
"226757",9883,7795,7118,8054,6797,6952
"329307",3,5,7,7,4,7
"72978",20,8,14,11,8,7
"403180",1,3,0,1,0,1
"240960",5,7,5,4,7,4
"98386",415,333,349,334,355,351
"433384",1,1,1,1,4,2
"13800",13281,10300,9506,11500,9053,10029
"27058",1596,1240,1322,1358,1493,1126
"625823",0,0,0,0,0,0
"13244",1714,1279,1339,1580,1453,1343
"67330",0,0,2,1,0,0
"67948",926,764,671,859,673,757
"209456",580,452,445,541,401,435
"12334",4954,3999,4173,4555,4048,4095
"170725",0,0,0,0,1,0
"433386",0,0,0,0,0,0
"96935",11,4,18,11,17,12
"53791",28,25,13,23,9,17
"68897",656,483,423,550,427,418
"71678",1593,1252,1169,1374,1246,1206
"108909",933,699,687,812,738,663
"338366",4280,3145,3218,3690,2796,3149
"21339",94,71,71,97,84,61
"78772",5,3,10,6,2,7
"73363",15,14,24,25,23,19
"63953",955,738,814,925,814,849
"73590",0,0,0,1,0,0
"74971",0,0,0,0,0,0
"15284",116,107,131,115,182,112
"66112",0,1,0,0,0,0
"67247",685,555,653,616,674,587
"100316821",0,0,0,0,0,0
"226777",13,13,22,11,9,12
"226778",132,76,101,117,100,77
"98732",3105,2485,2232,2571,2140,2320
"100217449",0,0,0,0,0,0
"381314",1905,1502,1507,1673,1499,1418
"387189",0,5,2,0,0,0
"387211",0,0,1,2,2,2
"23827",933,722,727,763,744,718
"107508",6124,4721,4654,5520,4369,4674
"319562",0,0,0,0,0,0
"100039138",0,0,0,0,0,0
"226781",0,0,0,0,2,0
"114668",0,0,0,0,0,0
"226791",62,53,42,62,60,57
"21808",1608,1278,1333,1661,1447,1393
"67223",384,295,325,339,378,324
"110957",0,0,0,0,0,0
"74717",2,2,3,1,3,0
"69308",0,0,0,0,1,0
"67769",529,384,354,448,313,351
"100862400",18,5,16,10,23,5
"26381",216,172,180,217,158,159
"320272",0,0,0,0,0,0
"22283",1,1,0,0,0,0
"226823",1248,1084,994,1110,1042,1046
"16526",145,85,130,121,121,103
"100042424",357,291,332,322,378,280
"100039307",1,0,0,0,1,1
"108000",123,70,86,107,112,115
"19250",1414,995,954,1281,873,973
"226830",1021,828,833,941,841,809
"19130",137,146,83,136,76,124
"100504619",2,1,0,0,1,1
"320119",619,430,500,521,476,499
"52477",529,430,437,480,477,434
"226841",1566,1332,1220,1434,1380,1165
"226844",59,50,42,52,52,40
"100125339",1,0,0,0,0,0
"75558",1,0,0,0,2,0
"68972",131,117,103,141,113,104
"381318",13,10,2,1,11,4
"381319",0,0,0,1,0,0
"619288",0,0,0,2,0,0
"11910",219,220,201,255,227,148
"100504360",8,5,10,4,21,1
"100861628",0,0,0,0,0,1
"66208",11,14,31,31,45,24
"66950",178,114,131,140,170,142
"226849",667,585,619,636,553,615
"100504379",0,1,1,0,1,0
"76843",56,36,44,45,44,41
"77065",410,352,365,381,328,301
"226856",4220,3352,3114,3880,2950,3212
"18005",22,7,20,18,17,17
"98736",4,4,1,0,5,3
"22782",231,190,159,227,214,185
"74023",3,0,0,3,0,0
"22033",48,35,27,43,31,30
"100628582",0,0,0,0,0,0
"100042625",298,224,274,242,309,255
"214742",209,199,204,212,193,207
"100038712",35,42,26,38,40,28
"16510",14,11,6,17,11,8
"226861",81,38,59,69,71,82
"320952",19,12,19,15,8,14
"73455",5,1,3,1,0,1
"214791",1110,838,850,911,836,773
"100503471",194,165,191,173,162,174
"329324",83,83,61,88,38,57
"215193",374,323,328,375,338,288
"54139",194,172,149,135,110,135
"319266",155,159,146,119,141,100
"215243",958,805,676,850,758,680
"15483",361,304,281,265,280,319
"14373",0,0,0,0,0,0
"100503531",0,0,0,0,0,0
"16780",157,146,133,131,147,138
"215303",24,18,19,28,16,19
"387201",0,0,0,0,0,0
"74942",0,0,0,0,0,0
"18845",4289,3228,2346,3867,2272,3071
"100628615",0,0,0,0,0,0
"12490",318,210,236,250,257,300
"320400",5,3,5,5,4,8
"320977",24,13,16,8,15,9
"723963",0,0,0,0,0,0
"387224",0,0,0,0,0,0
"17221",11,3,1,4,7,1
"12946",489,361,349,383,337,345
"12902",4,2,1,2,0,1
"215728",0,0,0,0,0,0
"619314",0,0,0,0,0,0
"670558",0,0,0,0,0,1
"76142",1352,1177,1157,1270,1126,1124
"70337",15,4,1,3,1,2
"213783",64,47,53,95,54,61
"270685",226,124,180,194,167,165
"83397",1824,1287,1202,1845,1197,1357
"381990",152,124,151,159,158,143
"66084",439,319,373,384,406,331
"73419",403,326,304,374,309,299
"100504234",1,1,1,0,1,0
"13982",122,107,96,113,90,131
"64009",2884,2180,1994,2731,2024,2207
"68632",0,0,0,0,0,0
"22353",19,16,20,15,3,4
"67141",10,4,11,7,6,3
"108853",181,107,135,114,139,129
"56533",129,81,69,86,63,55
"100041224",0,0,0,0,0,0
"18390",0,0,0,0,0,0
"320495",2,1,1,1,0,0
"215748",334,244,230,292,213,223
"77777",46,39,34,43,24,23
"237253",347,277,269,341,289,275
"18537",1558,1396,1355,1414,1335,1296
"320642",16,16,8,13,17,8
"69912",130,126,134,134,117,89
"407824",33,27,31,32,30,21
"16798",723,536,472,578,483,509
"23924",626,562,518,530,508,452
"215751",459,398,385,399,395,361
"100503695",4,2,1,1,3,2
"67418",597,474,477,551,522,479
"237256",5,1,0,3,1,4
"100628581",0,0,0,0,0,0
"68652",2918,2291,2152,2464,1928,1915
"338362",72,56,61,87,85,81
"70097",786,587,458,765,535,595
"791352",0,0,0,0,0,0
"320825",30,25,21,33,30,26
"620417",0,0,0,0,0,0
"78808",488,341,324,370,326,368
"215772",1,1,1,2,1,4
"67844",127,73,71,116,107,110
"382450",0,0,0,0,0,0
"14816",6,2,1,4,1,6
"78056",0,0,0,0,0,0
"268281",569,364,371,501,348,396
"71865",1167,840,770,949,816,841
"13853",91,71,67,77,67,70
"22288",6270,4498,3188,5564,2803,4588
"320273",28,21,25,29,23,20
"74732",275,226,207,210,213,200
"66125",357,323,308,349,388,271
"22634",168,73,112,121,113,102
"100862331",0,0,0,0,0,0
"75122",0,0,0,0,0,0
"353258",689,544,623,623,600,574
"215789",597,395,405,506,369,375
"66848",426,379,374,426,360,407
"56535",392,269,282,357,333,264
"66757",59,63,47,69,70,52
"66253",174,152,153,163,179,162
"15273",2473,1882,1353,2224,1298,1833
"100504211",4,3,3,12,1,1
"215798",220,218,136,214,150,153
"100039571",1128,861,887,1013,1224,933
"66201",794,621,653,639,654,606
"69412",0,0,0,1,0,0
"76743",0,0,1,0,0,0
"18101",0,1,0,1,0,1
"100504235",4,7,5,5,4,5
"17684",2545,1891,2130,2189,2117,2096
"378431",3370,2812,2491,3279,2545,2666
"380629",417,299,312,361,285,303
"73112",375,258,312,315,337,292
"19707",485,430,432,432,438,440
"100045792",5,3,3,7,3,2
"215814",77,63,54,75,66,65
"215819",395,309,334,394,312,279
"56016",93,60,73,82,85,72
"215821",6,1,3,1,1,0
"237300",0,0,0,0,0,0
"73968",0,0,0,0,0,0
"64058",28,17,22,27,25,22
"21929",345,292,231,328,288,256
"100504265",41,33,37,30,29,16
"94222",0,1,0,2,0,0
"15979",375,272,266,293,286,264
"237310",0,0,0,0,0,0
"237313",0,0,0,0,0,0
"76157",0,0,0,0,0,0
"18634",146,95,96,104,103,108
"26408",39,40,50,50,31,35
"17761",21,8,20,26,22,22
"73811",0,0,0,0,0,0
"621697",6,0,2,5,3,7
"72567",2985,2292,2148,2485,1987,2067
"71804",11,6,12,9,12,10
"29863",133,97,95,114,121,83
"52906",194,103,131,158,140,151
"100038717",0,0,0,1,0,0
"100504283",0,0,0,1,0,0
"17863",0,0,1,0,1,2
"56422",1996,1562,1554,1649,1608,1498
"73990",5,2,3,2,7,3
"237320",1,0,0,0,0,0
"76924",0,0,0,0,0,0
"67692",0,2,0,0,0,2
"432436",3,0,5,1,2,2
"20393",1009,680,883,817,789,695
"114671",0,0,0,0,0,0
"319887",10,9,11,14,21,17
"379043",49,39,32,35,44,42
"667281",1,4,2,5,6,1
"606736",13,8,3,10,10,6
"56554",16,14,14,18,9,15
"100038752",1,1,0,6,3,2
"353169",68,52,78,62,49,53
"237336",545,475,489,506,510,441
"100504411",0,0,0,0,0,0
"100038582",0,0,0,0,0,0
"21412",0,0,0,0,0,0
"14051",1190,821,684,1030,651,754
"20042",3833,3101,2982,3343,3598,2859
"100529074",3,1,6,2,0,3
"100529075",4,1,9,6,4,5
"76306",245,219,214,216,199,204
"26464",4,4,0,1,2,1
"22361",42,28,27,29,23,25
"111174",0,0,0,0,0,0
"209512",0,0,0,0,0,0
"493809",0,0,0,0,0,0
"209513",0,0,0,0,0,0
"215854",0,0,0,0,0,0
"215855",0,0,0,0,0,0
"215856",0,0,0,0,0,0
"209517",0,0,0,0,0,0
"435206",0,0,0,0,0,0
"276742",0,0,0,0,0,0
"435207",0,0,0,0,0,0
"215859",0,0,0,0,0,0
"382348",0,0,0,0,0,0
"494546",0,0,0,0,0,0
"503558",0,0,0,0,0,0
"53331",952,743,722,862,776,716
"100862153",0,0,0,0,0,0
"59012",79,40,80,68,64,64
"14219",2102,1456,2021,2518,2006,1734
"18605",66,51,41,43,30,32
"209558",7,8,8,11,4,4
"70208",600,471,399,453,411,415
"11846",1,1,1,5,1,0
"432442",120,103,98,113,108,114
"13822",1260,938,993,1342,1057,974
"100504474",2,0,0,0,1,3
"73803",0,0,0,0,0,0
"215866",26,18,30,19,18,21
"77220",314,263,238,327,249,232
"100040851",2,1,2,1,0,1
"268288",2,1,5,2,1,0
"237339",393,309,268,322,227,271
"667572",0,0,0,0,0,0
"73910",181,143,150,171,148,156
"16773",2927,2109,1835,2559,1539,2256
